,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
10,0.069421716,0.068458065,0.39641383,0.3107577,0.3098144,0.035325967,0.05595749,0.059062723,0.018377172,0.016517647,0.100038536,0.10013373,0.088633314,0.10552114,0.044427007,0.036071684,0.031084664,0.030167026,0.19663318,0.19433679,0.28149804,0.28252697,0.10471876,0.0057911174,0.17257586,0.02220297,0.08938779,0.04055024,0.039066635,0.043932594,0.041492634,0.19956651,0.02357815,0.29844272,0.2917963,0.021008624,0.026663607,0.10589325,0.005069485,0.057670243,0.10327234,0.05414115,0.17855391,0.10080495,0.09716655,0.20980033,0.19580936,0.063028134,0.06614487,0.08408757,0.08961946,0.0058875685
11,0.10020499,0.09924381,0.3575295,0.27204412,0.27229202,0.034078985,0.059929002,0.06294417,0.028596532,0.026209846,0.10738895,0.10731138,0.08626565,0.10231032,0.040934056,0.033709243,0.031621836,0.029916143,0.2210593,0.21977355,0.22726317,0.22900549,0.09805262,0.00602072,0.15808693,0.021607833,0.082200594,0.0395278,0.03786949,0.04007257,0.038869504,0.19838512,0.026257496,0.2923661,0.2852585,0.021801507,0.027590629,0.1119928,0.004693631,0.055160414,0.094935134,0.057366554,0.18568856,0.108493656,0.1043417,0.20168534,0.18633966,0.068261236,0.07200075,0.09191352,0.09610666,0.005720398
12,0.08156337,0.07975118,0.30192325,0.21852793,0.21875179,0.034857728,0.06417922,0.06585862,0.051143516,0.050945118,0.1368975,0.13753232,0.09822084,0.09662998,0.03990639,0.039688513,0.018372374,0.016815383,0.1832014,0.18083929,0.1590342,0.15922019,0.08614209,0.0061525833,0.1266549,0.017759554,0.07308309,0.050963648,0.049380623,0.034179773,0.03218236,0.18312307,0.024129286,0.23462258,0.22954218,0.026078809,0.03130039,0.0991279,0.004801873,0.05876379,0.09346921,0.0668725,0.16183099,0.10321511,0.100090235,0.18142946,0.16824283,0.06669034,0.069563,0.093309775,0.09704587,0.004427195
13,0.10768332,0.10392472,0.24503678,0.14783753,0.15086144,0.032524005,0.09055632,0.09122386,0.49757737,0.49862593,0.24005772,0.24308199,0.08478809,0.080881394,0.02619847,0.027648903,0.0032522865,0.0010196622,0.17925212,0.17481199,0.02929644,0.029055815,0.06744422,0.007865174,0.10156616,0.018064223,0.061772596,0.058441173,0.052162573,0.02685177,0.02667252,0.1740062,0.026692681,0.19212547,0.186721,0.035287485,0.04189085,0.10502541,0.0026951302,0.05817528,0.08851334,0.07906075,0.15179291,0.110388294,0.104117975,0.15830961,0.14620702,0.07569769,0.07703551,0.12020047,0.122524306,0.0018419165
14,0.120336466,0.115832135,0.21185052,0.11443438,0.11722996,0.031519648,0.0948188,0.0945338,0.5281616,0.528751,0.2522632,0.25516167,0.07771117,0.086801425,0.029503187,0.023031915,0.0033231527,0.0015101284,0.17425813,0.17039926,0.018307798,0.017837964,0.06994444,0.008074143,0.1136219,0.01723379,0.061338574,0.058675922,0.052150704,0.024838928,0.023757456,0.17089917,0.026924603,0.20725283,0.2016021,0.03697996,0.04360975,0.10229455,0.0025267769,0.055860937,0.08294452,0.08220155,0.16565213,0.123808056,0.11522998,0.16016048,0.14668939,0.08932467,0.0904931,0.12843601,0.13087684,0.0015512181
15,0.12855107,0.12515844,0.20021963,0.09801392,0.09881706,0.02457288,0.09502911,0.094368786,0.3986778,0.398901,0.21125811,0.214313,0.093695946,0.078400485,0.026008794,0.030730058,0.0052037854,0.004409736,0.23330063,0.22856812,0.012669064,0.012717251,0.083642766,0.0060768295,0.13651365,0.021272168,0.0614502,0.057414215,0.050200205,0.010537343,0.008716213,0.17002831,0.026602974,0.2918002,0.28788722,0.027725887,0.03255286,0.08842233,0.0021632724,0.045872163,0.09485014,0.05592244,0.18089738,0.21966705,0.2134426,0.16959451,0.15467338,0.094120115,0.09386985,0.1250442,0.12776263,0.00137044
16,0.045319192,0.04361493,0.34038106,0.23603351,0.23640642,0.029102508,0.06803469,0.07025528,0.16528556,0.16656587,0.1738788,0.1765274,0.11668078,0.07271476,0.024709908,0.047282062,0.010811279,0.008898368,0.19687137,0.1905285,0.07157374,0.07294139,0.100311235,0.0044297595,0.16996497,0.023864884,0.07614892,0.050410338,0.046629805,0.016239129,0.01419934,0.19389683,0.023657486,0.32320514,0.31868216,0.02209799,0.026549764,0.092617676,0.0028775744,0.046847336,0.10636267,0.04829153,0.17761204,0.18928307,0.18823592,0.19085208,0.17683762,0.07339272,0.0746672,0.0915353,0.095979124,0.0031627745
17,0.03631875,0.03538543,0.42928487,0.33049595,0.3297339,0.02818736,0.054829977,0.059560973,0.060398493,0.061854407,0.14745171,0.14883539,0.09864481,0.10248676,0.04413046,0.041143328,0.0075939186,0.005700281,0.16577992,0.16049677,0.16996421,0.17288639,0.116575554,0.0034968657,0.21396552,0.02588661,0.09042233,0.042073093,0.040342517,0.019859813,0.017750623,0.21221226,0.021128539,0.3697654,0.36291403,0.018183831,0.022715785,0.09293667,0.0040921643,0.04567466,0.107613936,0.038976364,0.19480827,0.16774556,0.16793042,0.22096488,0.20673557,0.0691974,0.073073596,0.08068511,0.0869776,0.0061574155
18,0.00821165,0.007046111,0.47699633,0.3800804,0.37881696,0.028336259,0.05495438,0.0584423,0.04163114,0.04004067,0.15277593,0.1522624,0.08431731,0.13287084,0.06881483,0.034539156,0.012749057,0.011039045,0.14749376,0.1442715,0.27133667,0.27523705,0.1261314,0.00575147,0.2445927,0.023514962,0.10388708,0.03855837,0.03681017,0.028524764,0.027669016,0.22023398,0.022683315,0.38298678,0.3745929,0.016635455,0.021645745,0.095622584,0.0033988636,0.046799615,0.108321756,0.039977808,0.19353677,0.1444217,0.14201713,0.2410573,0.22440602,0.068340845,0.07203569,0.07797912,0.085125834,0.0069523393
19,-0.003743492,-0.005479254,0.5179807,0.41462564,0.4132216,0.022557817,0.062095415,0.06565056,0.034572378,0.03347163,0.15255061,0.15181069,0.10062877,0.101088345,0.04290408,0.04514113,0.009190965,0.008021047,0.14412509,0.13950308,0.31669518,0.32096702,0.13656224,0.004871087,0.25876266,0.025490995,0.10165887,0.0393448,0.03619209,0.026431594,0.028986908,0.21683422,0.027382953,0.4353825,0.42613322,0.015299797,0.019854126,0.08117514,0.00037175044,0.042479306,0.10647771,0.033295102,0.21449748,0.19601333,0.1901686,0.25395024,0.235874,0.08131826,0.0846357,0.080599934,0.08876784,0.007259877
20,0.018740676,0.017812237,0.47464406,0.37631798,0.3751889,0.029306352,0.058802333,0.06334373,0.026023708,0.024061404,0.12568739,0.12472749,0.103153095,0.10415341,0.04452294,0.049652256,0.028825197,0.027459,0.17890714,0.17561162,0.3144034,0.31746334,0.115877315,0.0044845277,0.19061095,0.023575522,0.087336205,0.042864695,0.04088261,0.030148663,0.030933317,0.2086938,0.025901046,0.3492136,0.34104657,0.018887427,0.02428909,0.09175757,0.0025001299,0.051550068,0.10135161,0.05051932,0.20246685,0.14255062,0.1392612,0.22215217,0.20669541,0.07342747,0.07765482,0.08237499,0.089723736,0.007450268
21,0.034834698,0.033830836,0.46125194,0.37204617,0.3725626,0.04244502,0.058008708,0.060028754,0.032664545,0.030885702,0.14161232,0.14005452,0.12146153,0.08870782,0.036990903,0.06003117,0.017096926,0.014963067,0.1700043,0.16633803,0.27881145,0.2816227,0.093819685,0.0058934363,0.13884325,0.018521622,0.084147654,0.05527375,0.05424368,0.049572166,0.050207835,0.20096704,0.026418366,0.232769,0.2257289,0.025216833,0.03103267,0.110506624,0.0030398145,0.07025867,0.10621415,0.07214562,0.15360977,0.066450685,0.06357203,0.19911462,0.18613261,0.054198205,0.058365982,0.08012791,0.084606156,0.0048655053
22,0.043941557,0.042512175,0.4473328,0.362592,0.3627438,0.05110363,0.05611647,0.05809095,0.02628354,0.024857428,0.12332239,0.12249489,0.10748533,0.09715882,0.04136426,0.04978966,0.027679306,0.025608575,0.18265074,0.17948952,0.28426167,0.28613305,0.08983119,0.0058706505,0.11946942,0.017039329,0.079990044,0.06239602,0.06137912,0.0693398,0.066739395,0.1944372,0.024988417,0.19593844,0.18998711,0.028554056,0.035283625,0.11492275,0.004114935,0.081542686,0.106593184,0.08671248,0.14225194,0.052153327,0.04901821,0.19263941,0.18015754,0.04911642,0.053097524,0.07720852,0.08158786,0.0044796397
23,0.023717828,0.021220133,0.41609627,0.33990082,0.34001827,0.064562015,0.05093784,0.050393745,0.02406451,0.022715554,0.13702697,0.13602926,0.096132696,0.103644066,0.046092667,0.04075014,0.01580264,0.014055869,0.13935296,0.13655347,0.2943334,0.29592368,0.083767146,0.0063774446,0.10005583,0.0130357575,0.07618679,0.07396558,0.07176756,0.10520292,0.10053451,0.18614152,0.026695536,0.15086274,0.145871,0.03600767,0.043521076,0.1236438,0.0042094644,0.096627176,0.10488808,0.11084698,0.12987933,0.032449488,0.02415941,0.1806917,0.16803059,0.045617413,0.049717285,0.07088725,0.07515846,0.0036612942
24,0.020413145,0.018056199,0.39836904,0.31411564,0.31479275,0.056012925,0.054483525,0.05476051,0.026770394,0.0262663,0.13373381,0.13358384,0.13013159,0.081012905,0.0351099,0.062388837,0.014905278,0.013141534,0.15437192,0.14940737,0.2354491,0.23672509,0.08542465,0.006201556,0.112085566,0.015674775,0.07853845,0.06263319,0.061108004,0.08534565,0.08118094,0.1881779,0.025120363,0.17456664,0.17011195,0.032676704,0.0387588,0.11879486,0.004897762,0.08361317,0.10642792,0.09579669,0.13158269,0.05249103,0.048588082,0.1801371,0.16916245,0.04648666,0.05050412,0.073009595,0.07742024,0.00399185
25,0.06309323,0.061220147,0.3217126,0.24004903,0.24033071,0.04800614,0.058023162,0.058670565,0.038741432,0.038624823,0.13161267,0.13196225,0.12560038,0.08514768,0.037414335,0.058939263,0.014776662,0.012836335,0.16645023,0.16221929,0.16705506,0.16732065,0.08292587,0.0051501347,0.10981075,0.01733283,0.07216864,0.05927328,0.058308277,0.057432055,0.052037157,0.18446933,0.022452403,0.19281587,0.18864018,0.032123215,0.037685476,0.113232344,0.0058073346,0.07283935,0.09935926,0.08658964,0.14706823,0.07276565,0.06976518,0.17059368,0.16121909,0.057661675,0.06172581,0.08517007,0.08886698,0.0047324733
26,0.06392993,0.06290725,0.31227997,0.22958362,0.22756442,0.0445497,0.05117438,0.054420374,0.012781644,0.012164056,0.084853314,0.085379586,0.10839821,0.09511685,0.040055357,0.048824452,0.04940509,0.048979796,0.18793502,0.18450908,0.26507813,0.26463,0.09292598,0.0045747226,0.123679414,0.019047474,0.07745104,0.05621645,0.055131067,0.050304625,0.043961626,0.18660283,0.019312862,0.219302,0.2153724,0.026443655,0.03205567,0.10579783,0.006439138,0.071629636,0.10765277,0.07049711,0.15144387,0.08127856,0.08077546,0.17643298,0.16722609,0.05324012,0.056667052,0.07669796,0.08236017,0.0059115016
27,0.11581378,0.113138296,0.22245267,0.14412406,0.14104918,0.030837554,0.05943718,0.06296971,0.012354158,0.012685239,0.072899744,0.07469557,0.10934411,0.08451387,0.031185176,0.046855867,0.051903166,0.052604213,0.20163432,0.19887222,0.2287065,0.22735879,0.10308358,0.003960819,0.14491005,0.021118091,0.06878105,0.05899691,0.057182852,0.029644351,0.025664197,0.1743761,0.02109418,0.29648113,0.29214483,0.024181971,0.028921735,0.07827888,0.0050301217,0.057356514,0.096818194,0.057381876,0.18506567,0.17944267,0.17623866,0.18072371,0.1701642,0.08030993,0.08255069,0.09060542,0.09765046,0.005993529
28,0.107313395,0.10451776,0.25756332,0.18058515,0.17689227,0.028204791,0.052807633,0.0572988,0.0026922002,0.0011372864,0.05855538,0.06044765,0.093210585,0.10111694,0.04076378,0.038520746,0.06117911,0.06225472,0.21229208,0.21034485,0.29988232,0.29901838,0.10997152,0.0036480986,0.16622457,0.023437355,0.07594773,0.044608455,0.042758763,0.028907785,0.024496032,0.18268777,0.020821735,0.33671987,0.33138257,0.020623296,0.025515389,0.083960935,0.0052309576,0.049970493,0.09554072,0.046373215,0.20412391,0.17850026,0.17426738,0.19232786,0.1810638,0.082218274,0.08492959,0.08785983,0.096366376,0.007253317
29,0.09416685,0.091924794,0.27038327,0.19046986,0.18822008,0.0297236,0.05281397,0.05617039,0.019970091,0.019701555,0.085279845,0.087289914,0.106117345,0.08354553,0.030754536,0.04368231,0.044311106,0.044555977,0.19355167,0.1903832,0.22529489,0.22480232,0.10248521,0.0042400397,0.16004635,0.023089373,0.07883854,0.045886394,0.044530503,0.026698818,0.024267683,0.18424115,0.021413503,0.2988358,0.2937454,0.021657912,0.025939235,0.08818188,0.005010998,0.053105913,0.10146455,0.04853127,0.1784561,0.1398489,0.1375049,0.18960053,0.17927578,0.0658556,0.068122536,0.085157245,0.091431506,0.0058734235
30,0.07629986,0.07449732,0.2995977,0.2168152,0.21493006,0.027395537,0.050424274,0.05366381,0.022547655,0.02238295,0.09724839,0.09874599,0.109141305,0.083271176,0.031505007,0.04598067,0.037617277,0.0375241,0.17990032,0.17617814,0.22493288,0.22477001,0.10801116,0.0046560615,0.18363482,0.024275923,0.083796956,0.042890508,0.04175876,0.024604924,0.022851415,0.19047835,0.020929277,0.32128462,0.3159215,0.020409422,0.024454629,0.08540173,0.0044399183,0.049939647,0.10185064,0.047280744,0.18216047,0.1346889,0.1318568,0.2025218,0.19172247,0.06646862,0.06850211,0.08245489,0.08865385,0.005389235
31,0.04547005,0.04540095,0.40227696,0.3098032,0.30905384,0.034201853,0.048612155,0.052814506,0.021021117,0.021276362,0.10457075,0.1054987,0.11123349,0.07824847,0.027735148,0.046962976,0.033141028,0.03195038,0.17869183,0.17393522,0.2423018,0.24336654,0.106967255,0.0045935772,0.1896686,0.024382906,0.09913998,0.042121608,0.041778486,0.035974093,0.03332617,0.20722574,0.018722184,0.29338688,0.28777975,0.01963143,0.02444237,0.10534261,0.005403962,0.05805687,0.11891401,0.047600914,0.1575931,0.09402031,0.09648315,0.20744538,0.19711652,0.047498144,0.050744712,0.07153292,0.07760036,0.0054627215
32,0.035287686,0.035673365,0.4191677,0.32358542,0.32224405,0.036903817,0.048885327,0.052902214,0.0251436,0.02409396,0.10953182,0.10980756,0.08538515,0.09718983,0.037290536,0.030266203,0.043131113,0.041863978,0.17487094,0.1711718,0.2637353,0.26453784,0.10964984,0.0058601033,0.1956391,0.021977369,0.1041407,0.03908243,0.0382492,0.0418368,0.038285963,0.20895621,0.01766333,0.28385222,0.2777297,0.018991418,0.024458371,0.1085549,0.0055992957,0.061910268,0.12166256,0.044630043,0.1517194,0.06882747,0.071424484,0.21428773,0.20217247,0.04422787,0.04711144,0.06902231,0.07457443,0.005744144
33,0.038038924,0.037126333,0.37760407,0.2837915,0.28445554,0.03755264,0.05279959,0.05509091,0.060962483,0.060607694,0.14289036,0.14373969,0.0927216,0.09105483,0.0349371,0.03387645,0.021446232,0.019436903,0.1689887,0.16496217,0.16094387,0.16173778,0.10307418,0.006469696,0.19062693,0.020883823,0.10055162,0.043435127,0.04209098,0.044975333,0.04222855,0.20608369,0.021935679,0.2742987,0.2683227,0.02099291,0.02563445,0.11270737,0.005493801,0.062036548,0.117064975,0.05102387,0.1484639,0.08103977,0.08096626,0.20763369,0.19490556,0.048966303,0.05177263,0.075565815,0.07965649,0.0048461217
34,0.025231168,0.024871029,0.3955363,0.30603898,0.30760312,0.049008656,0.047974195,0.048119202,0.04705855,0.045995034,0.15089357,0.15135936,0.09227907,0.08498019,0.030776756,0.031934142,0.013528349,0.011251325,0.13907689,0.13498923,0.1681912,0.1693056,0.09763488,0.006747907,0.20061587,0.018623713,0.123647824,0.03579832,0.034504592,0.07122167,0.06662319,0.22567266,0.02258908,0.2435436,0.23758885,0.020905253,0.025512641,0.1547467,0.007018989,0.06608537,0.1278507,0.05144037,0.12625644,0.04265417,0.042139582,0.20285523,0.19125429,0.03979536,0.042979784,0.07040551,0.073925994,0.0041632457
35,0.022070326,0.021545328,0.36215183,0.27677542,0.2778045,0.055365138,0.044673923,0.045576267,0.046889693,0.046801306,0.1558699,0.15627077,0.09706638,0.08712299,0.033461336,0.03562273,0.013175221,0.010630306,0.12773989,0.12364356,0.15782028,0.15794282,0.08818139,0.006247177,0.16681364,0.017217364,0.11328073,0.04048492,0.040115416,0.07609947,0.06822738,0.21812782,0.01973306,0.2050635,0.20056602,0.025191657,0.030375276,0.15907331,0.008709334,0.07072427,0.12459551,0.063178346,0.117801175,0.034368593,0.035904508,0.1822438,0.17307356,0.038126502,0.042536605,0.06880802,0.07308653,0.0041744947
36,0.026369192,0.024908245,0.3924678,0.30887607,0.3118353,0.06404117,0.054050025,0.052672196,0.08963747,0.08959309,0.20370312,0.20380668,0.11082817,0.076331735,0.029862989,0.042848878,0.0021519735,-0.0015046075,0.122420125,0.11789888,0.11641218,0.11726077,0.07419476,0.006921584,0.13109975,0.013928561,0.10578629,0.04467318,0.043029927,0.09947007,0.0927176,0.2140196,0.024190683,0.15282519,0.14880045,0.029723294,0.03525395,0.17471084,0.0066474266,0.076785706,0.11621103,0.08182502,0.10410114,0.026256058,0.023270037,0.17215547,0.16241512,0.038507443,0.043070897,0.0757498,0.078222156,0.0021929208
37,0.039741546,0.038852833,0.37741554,0.29148167,0.29242295,0.046144404,0.05531153,0.056278586,0.05545882,0.05499704,0.16135022,0.16146946,0.09653003,0.09491147,0.039598405,0.036890317,0.014451701,0.0119741,0.14956951,0.14625472,0.1751054,0.17591695,0.087052226,0.0065759383,0.15020211,0.01765284,0.09634776,0.044025704,0.04288935,0.057678435,0.053348012,0.20667219,0.02250843,0.21784452,0.21255916,0.025502093,0.031200018,0.13506423,0.0063559227,0.06378591,0.108250484,0.0670609,0.13854721,0.06041562,0.05920659,0.18635598,0.17505288,0.049459722,0.05334137,0.07954171,0.08353861,0.0043426366
38,0.020140626,0.01900798,0.44177416,0.348988,0.34939283,0.04347492,0.053814277,0.056649785,0.031096065,0.030135624,0.1324588,0.13190335,0.10800852,0.09819302,0.044035498,0.048956215,0.019269785,0.01687637,0.16891353,0.16503377,0.23863082,0.23999855,0.091343045,0.005878779,0.13457695,0.018735226,0.08354399,0.048298437,0.04777396,0.05871225,0.055677537,0.19695202,0.022655433,0.22899249,0.22341704,0.023679033,0.029560998,0.11137889,0.0056345295,0.06799093,0.10760479,0.06620833,0.14461386,0.07697227,0.07833942,0.19518024,0.1827854,0.049535614,0.053929824,0.07444555,0.07989135,0.0048002065
39,0.0423053,0.040890075,0.40994737,0.3267257,0.32751316,0.03606426,0.057111777,0.056719758,0.025536258,0.021608561,0.12788321,0.12579818,0.08392197,0.11258079,0.054528214,0.03329283,0.017637197,0.016030177,0.16353332,0.16378926,0.29080516,0.29282385,0.10122438,0.0079123145,0.17076811,0.01731483,0.09501986,0.04174069,0.039211027,0.06111837,0.064488076,0.20392361,0.03229513,0.26861146,0.26008716,0.021615103,0.026737414,0.11174924,0.0021924768,0.06033145,0.102815405,0.06167823,0.16255829,0.06340414,0.055729136,0.2146593,0.19822994,0.05603426,0.058343366,0.07992597,0.08441498,0.0061788843
40,0.093217276,0.092882074,0.30474582,0.22442487,0.22474343,0.036623605,0.06613208,0.065819494,0.024171324,0.020319205,0.104044594,0.10103381,0.07296482,0.11507891,0.051759996,0.02708493,0.029120121,0.028213978,0.19915591,0.20125993,0.2602874,0.2612988,0.08946569,0.008488968,0.14380518,0.015007539,0.088189736,0.04866962,0.04664089,0.05511799,0.05701265,0.18660715,0.031040411,0.23650971,0.22889477,0.02439275,0.029304355,0.113963276,0.0041718725,0.06211055,0.10022727,0.06977641,0.143253,0.07046409,0.06539768,0.19163185,0.17609651,0.05200753,0.05364327,0.08980578,0.0933637,0.00523725
41,0.084593944,0.08423485,0.33332986,0.25335225,0.25427282,0.037528206,0.06808133,0.06715931,0.023879256,0.019409643,0.10624727,0.10290903,0.06921138,0.123917565,0.0591771,0.025848798,0.02786946,0.026740536,0.20537002,0.20788644,0.28045648,0.2818932,0.087779135,0.00913699,0.14315543,0.013802029,0.09103875,0.048413526,0.04555681,0.06222739,0.065692015,0.18834537,0.033581696,0.23106003,0.22331707,0.02371411,0.028895082,0.11887763,0.0028240774,0.062931105,0.099580884,0.07122213,0.14058855,0.06638033,0.059273973,0.19393757,0.17700456,0.049875766,0.05138005,0.08930064,0.09269872,0.0048705256
42,0.094504915,0.09390519,0.3366385,0.2468166,0.24633849,0.033056434,0.07143904,0.07467749,0.03041413,0.02994221,0.1096069,0.10893219,0.09492362,0.1024757,0.044555046,0.04011155,0.031116886,0.029519903,0.21804383,0.2171813,0.20718552,0.207961,0.085826635,0.0059623467,0.11851202,0.018431697,0.070506305,0.05485586,0.053345665,0.031634096,0.03105471,0.18086886,0.02375165,0.23648989,0.23096375,0.02571351,0.031078327,0.09736522,0.0043656323,0.059250727,0.09242466,0.070726424,0.15596119,0.11771693,0.11698459,0.18570593,0.17272237,0.06082727,0.06343277,0.09571963,0.10030643,0.004807835
